date,death,vac,death_index,vac_index
2020-04-18,7508.4287,0,50.6573249224126,0
2020-04-19,7136.7144,0,48.149469707192,0
2020-04-20,7077.5713,0,47.7504473080556,0
2020-04-21,7073.5713,0,47.7234603967076,0
2020-04-22,7086.4287,0,47.810205775199,0
2020-04-23,7092.5713,0,47.8516482256106,0
2020-04-24,7002.4287,0,47.2434806368911,0
2020-04-25,6741.4287,0,45.4825846714344,0
2020-04-26,6344.2856,0,42.8031682633923,0
2020-04-27,6325.143,0,42.6740183510997,0
2020-04-28,6247.2856,0,42.1487356632033,0
2020-04-29,6171,0,41.6340574821212,0
2020-04-30,6106.143,0,41.1964849547969,0
2020-05-01,6126.4287,0,41.3333470516799,0
2020-05-02,6141.857,0,41.4374375927675,0
2020-05-03,5876.143,0,39.6447375522871,0
2020-05-04,5853.5713,0,39.4924524355688,0
2020-05-05,5826.857,0,39.3122183241128,0
2020-05-06,5754.2856,0,38.8225988395628,0
2020-05-07,5837.857,0,39.3864323303198,0
2020-05-08,5847.4287,0,39.4510099851572,0
2020-05-09,5841,0,39.4076372959115,0
2020-05-10,5560.5713,0,37.515661179328,0
2020-05-11,5613.7144,0,37.8742032114424,0
2020-05-12,5576.7144,0,37.6245742814735,0
2020-05-13,5534.857,0,37.3421737957091,0
2020-05-14,5400.5713,0,36.4361847254082,0
2020-05-15,5276.5713,0,35.5995904736203,0
2020-05-16,5269.2856,0,35.5504358386183,0
2020-05-17,5166.4287,0,34.8564883281608,0
2020-05-18,5098.143,0,34.3957832951019,0
2020-05-19,5061,0,34.1451895830522,0
2020-05-20,5085.857,0,34.3128929968965,0
2020-05-21,5085,0,34.3071110511402,0
2020-05-22,5096.2856,0,34.3832519228174,0
2020-05-23,5014.857,0,33.8338753204696,0
2020-05-24,4964,0,33.4907569828633,0
2020-05-25,4897.5713,0,33.0425806233976,0
2020-05-26,4915.4287,0,33.1630596410741,0
2020-05-27,4892.5713,0,33.0088469842127,0
2020-05-28,4821.5713,0,32.5298293077857,0
2020-05-29,4832.7144,0,32.6050087707462,0
2020-05-30,4884.4287,0,32.9539110781271,0
2020-05-31,4766.857,0,32.1606868168938,0
2020-06-01,4825.4287,0,32.5558541357442,0
2020-06-02,4839.143,0,32.6483807853191,0
2020-06-03,4851.2856,0,32.7303036027527,0
2020-06-04,4943,0,33.3490756982863,0
2020-06-05,4993.4287,0,33.68930441236,0
2020-06-06,5018.4287,0,33.857972608285,0
2020-06-07,4983.143,0,33.619909593847,0
2020-06-08,5035.4287,0,33.972666981514,0
2020-06-09,5019.2856,0,33.8637538793685,0
2020-06-10,5060.7144,0,34.143262717582,0
2020-06-11,5072.857,0,34.2251855350155,0
2020-06-12,5078.5713,0,34.2637383618945,0
2020-06-13,5075.7144,0,34.244463635137,0
2020-06-14,5039.4287,0,33.999653892862,0
2020-06-15,4998.857,0,33.7259276750776,0
2020-06-16,5049.7144,0,34.069048711375,0
2020-06-17,5263.4287,0,35.5109209283498,0
2020-06-18,5289.857,0,35.6892254756443,0
2020-06-19,5306.5713,0,35.8019923087303,0
2020-06-20,5316.4287,0,35.8684975037107,0
2020-06-21,5349.857,0,36.0940291458643,0
2020-06-22,5397.4287,0,36.4149824585076,0
2020-06-23,5352.4287,0,36.1113797058427,0
2020-06-24,5103,0,34.4285521522062,0
2020-06-25,5105.7144,0,34.4468654702469,0
2020-06-26,5068.7144,0,34.197236540278,0
2020-06-27,5282.7144,0,35.6410362973958,0
2020-06-28,5247,0,35.400080960734,0
2020-06-29,5235.5713,0,35.3229746323033,0
2020-06-30,5276.5713,0,35.5995904736203,0
2020-07-01,5359.7144,0,36.1605343408447,0
2020-07-02,5321.5713,0,35.9031932262853,0
2020-07-03,5320.4287,0,35.8954844150587,0
2020-07-04,5108.143,0,34.4632505734719,0
2020-07-05,5195.4287,0,35.0521434354338,0
2020-07-06,5230.7144,0,35.2902064498718,0
2020-07-07,5276.7144,0,35.6005559303738,0
2020-07-08,5302.5713,0,35.7750053973823,0
2020-07-09,5387.4287,0,36.3475151801376,0
2020-07-10,5470.4287,0,36.9074935906086,0
2020-07-11,5531.2856,0,37.318078531912,0
2020-07-12,5542.143,0,37.3913304547295,0
2020-07-13,5627.857,0,37.96961948455,0
2020-07-14,5693,0,38.4091215760356,0
2020-07-15,5732,0,38.6722439616786,0
2020-07-16,5776.143,0,38.9700647685872,0
2020-07-17,5859.7144,0,39.5338982593442,0
2020-07-18,6037.5713,0,40.7338503575766,0
2020-07-19,6079.857,0,41.0191404668736,0
2020-07-20,6103.4287,0,41.178172311429,0
2020-07-21,6156.4287,0,41.5357488867899,0
2020-07-22,6193.7144,0,41.7873053569019,0
2020-07-23,6396.4287,0,43.1549635676697,0
2020-07-24,6396.4287,0,43.1549635676697,0
2020-07-25,6327.143,0,42.6875118067737,0
2020-07-26,6397.7144,0,43.1636378356497,0
2020-07-27,6438.2856,0,43.4373606800702,0
2020-07-28,6441.143,0,43.4566387801916,0
2020-07-29,6499.2856,0,43.8489110781271,0
2020-07-30,6318.5713,0,42.6296808797733,0
2020-07-31,6416,0,43.2870058021859,0
2020-08-01,6400,0,43.179058156794,0
2020-08-02,6403.5713,0,43.2031527459182,0
2020-08-03,6447.5713,0,43.5000087707462,0
2020-08-04,6480.5713,0,43.7226507893672,0
2020-08-05,6462.7144,0,43.6021751450547,0
2020-08-06,6534.7144,0,44.0879395493186,0
2020-08-07,6520.7144,0,43.9934853596006,0
2020-08-08,6524.4287,0,44.0185447308056,0
2020-08-09,6527,0,44.0358925920928,0
2020-08-10,6511.4287,0,43.9308372689246,0
2020-08-11,6485,0,43.7525300229389,0
2020-08-12,6439.857,0,43.4479624881932,0
2020-08-13,6431.857,0,43.3939886654972,0
2020-08-14,6397.4287,0,43.1617102955067,0
2020-08-15,6392.2856,0,43.1270111995682,0
2020-08-16,6384,0,43.071110511402,0
2020-08-17,6293.5713,0,42.4610126838483,0
2020-08-18,6270.7144,0,42.3068034003508,0
2020-08-19,6278.2856,0,42.3578842261503,0
2020-08-20,6234.143,0,42.0600661179328,0
2020-08-21,6219.143,0,41.9588652003778,0
2020-08-22,6153.5713,0,41.5164707866685,0
2020-08-23,6101.5713,0,41.1656409391445,0
2020-08-24,6108.5713,0,41.2128680340035,0
2020-08-25,6073.5713,0,40.9767325597085,0
2020-08-26,6037.5713,0,40.7338503575766,0
2020-08-27,6026,0,40.6557819457563,0
2020-08-28,5968.143,0,40.265436513291,0
2020-08-29,5915,0,39.9068951558494,0
2020-08-30,5925.2856,0,39.9762892996896,0
2020-08-31,5904,0,39.8326811496424,0
2020-09-01,5843,0,39.4211307515855,0
2020-09-02,5802.857,0,39.1502968560248,0
2020-09-03,5770.4287,0,38.9315119417083,0
2020-09-04,5746.143,0,38.7676629334773,0
2020-09-05,5729.5713,0,38.6558581837809,0
2020-09-06,5714.2856,0,38.5527297260829,0
2020-09-07,6196.7144,0,41.8075455404129,0
2020-09-08,6453.857,0,43.5424166779112,0
2020-09-09,6390.5713,0,43.1154452840372,0
2020-09-10,6217.143,0,41.9453717447038,0
2020-09-11,6170.5713,0,41.6311651598974,0
2020-09-12,6168,0,41.6138172986102,0
2020-09-13,6177.4287,0,41.6774301713669,0
2020-09-14,5621.4287,0,37.9262494939954,0
2020-09-15,5394.7144,0,36.3966698151397,0
2020-09-16,5411,0,36.5065443260019,0
2020-09-17,5522.857,0,37.2612130616651,0
2020-09-18,5539.4287,0,37.3730178113615,0
2020-09-19,5500.2856,0,37.1089299689651,0
2020-09-20,5577.4287,0,37.6293934691675,0
2020-09-21,5545.5713,0,37.414460261773,0
2020-09-22,5473.2856,0,36.9267683173661,0
2020-09-23,5470.4287,0,36.9074935906086,0
2020-09-24,5416.857,0,36.5460599109432,0
2020-09-25,5360.7144,0,36.1672810686817,0
2020-09-26,5382.143,0,36.3118540008096,0
2020-09-27,5388.2856,0,36.3532964512212,0
2020-09-28,5399.5713,0,36.4294379975712,0
2020-09-29,5385.857,0,36.3369113479962,0
2020-09-30,5371.2856,0,36.2386020779922,0
2020-10-01,5406.7144,0,36.4776305491836,0
2020-10-02,5416.143,0,36.5412427472676,0
2020-10-03,5349.143,0,36.0892119821886,0
2020-10-04,5367.2856,0,36.2116151666442,0
2020-10-05,5334.2856,0,35.9889731480232,0
2020-10-06,5355.5713,0,36.1325819727432,0
2020-10-07,5354.857,0,36.1277627850492,0
2020-10-08,5334.143,0,35.9880110646337,0
2020-10-09,5363.143,0,36.1836661719066,0
2020-10-10,5390,0,36.3648630414249,0
2020-10-11,5446.5713,0,36.7465342059101,0
2020-10-12,5416.2856,0,36.5422048306571,0
2020-10-13,5410,0,36.4997975981649,0
2020-10-14,5384.5713,0,36.3282370800162,0
2020-10-15,5283.2856,0,35.6448900283363,0
2020-10-16,5223.2856,0,35.2400863581163,0
2020-10-17,5247.7144,0,35.4049008231008,0
2020-10-18,5441,0,36.7089461611119,0
2020-10-19,5468.857,0,36.8968897584671,0
2020-10-20,5510.143,0,37.1754351639455,0
2020-10-21,5601,0,37.7884226150317,0
2020-10-22,5730.2856,0,38.6606773714748,0
2020-10-23,5826,0,39.3064363783565,0
2020-10-24,5863.2856,0,39.5579921737957,0
2020-10-25,6145,0,41.4586425583592,0
2020-10-26,6228.2856,0,42.0205478343004,0
2020-10-27,6259.857,0,42.2335514775334,0
2020-10-28,6322.4287,0,42.6557057077317,0
2020-10-29,6383.857,0,43.0701457293213,0
2020-10-30,6420.143,0,43.3149574956146,0
2020-10-31,6509.4287,0,43.9173438132506,0
2020-11-01,7071.2856,0,47.7080394008906,0
2020-11-02,7149.7144,0,48.237177169073,0
2020-11-03,7239.857,0,48.8453447577925,0
2020-11-04,7338.7144,0,49.5123087302658,0
2020-11-05,7479.5713,0,50.4626318985292,0
2020-11-06,7656.143,0,51.6539131021455,0
2020-11-07,7862.857,0,53.0485562002429,0
2020-11-08,8435.857,0,56.9144312508433,0
2020-11-09,8501.143,0,57.3548981244097,0
2020-11-10,8615.857,0,58.1288422615032,0
2020-11-11,8753,0,59.0541087572527,0
2020-11-12,8891.714,0,59.9899743624342,0
2020-11-13,8942,0,60.3292403184456,0
2020-11-14,9008,0,60.7745243556875,0
2020-11-15,9346,0,63.0549183645932,0
2020-11-16,9578.286,0,64.6220887869383,0
2020-11-17,9630.286,0,64.9729186344623,0
2020-11-18,9651.429,0,65.11556470112,0
2020-11-19,9779.857,0,65.9820334637701,0
2020-11-20,9955.857,0,67.1694575630819,0
2020-11-21,10122.286,0,68.2923087302658,0
2020-11-22,10505,0,70.8743759276751,0
2020-11-23,10518.857,0,70.9678653353124,0
2020-11-24,10709.429,0,72.253602752665,0
2020-11-25,10907.286,0,73.5884900823101,0
2020-11-26,10952,0,73.8901632708137,0
2020-11-27,11058.571,0,74.6091688031305,0
2020-11-28,11015.286,0,74.317136688706,0
2020-11-29,10882.429,0,73.4207866684658,0
2020-11-30,10853.143,0,73.2232019970314,0
2020-12-01,10838.429,0,73.1239306436378,0
2020-12-02,10845.429,0,73.1711577384968,0
2020-12-03,10937,0.0000008333333,73.7889623532587,0.00000000000190729855745054
2020-12-04,11025.286,0.0000008333333,74.384603967076,0.00000000000190729855745054
2020-12-05,11212.571,0.0000011666666,75.6481648900283,0.00000000000267021793465558
2020-12-06,11349.286,0.0000011666666,76.5705437862637,0.00000000000267021793465558
2020-12-07,11457.429,0.0000011666666,77.3001551747403,0.00000000000267021793465558
2020-12-08,11424.714,0.0000012083334,77.0794359735528,0.00000000000276558317151049
2020-12-09,11493,0.0000012571429,77.5401430306301,0.00000000000287729632270687
2020-12-10,11474,0.0000012420635,77.4119552017272,0.00000000000284278321988568
2020-12-11,11568,0.0000016666666,78.0461476184051,0.00000000000381459711490107
2020-12-12,11529.143,0.0000016666666,77.7839900148428,0.00000000000381459711490107
2020-12-13,11780.286,0.0000016190476,79.4783834840103,0.00000000000370560873053285
2020-12-14,11825.429,0.0048495713,79.7829510187559,0.0000000110994968576721
2020-12-15,11929.286,0.027089,80.4836459317231,0.0000000620001752273401
2020-12-16,11965.714,0.26333162,80.7294157333693,0.000000602702446856633
2020-12-17,12063.571,0.31531672,81.3896302793145,0.000000721683779102592
2020-12-18,12041.714,0.37551966,81.2421670489812,0.000000859473761353729
2020-12-19,12226.571,0.3755691,82.4893469167454,0.000000859586917567072
2020-12-20,12241.429,0.37197984,82.5895897989475,0.000000851371968734096
2020-12-21,12320.143,0.43615912,83.1206517339091,0.000000998262832404387
2020-12-22,12343.571,0.50401816,83.2787140736743,0.00000115357577753928
2020-12-23,12368.143,0.58478175,83.444494670085,0.00000133842411937504
2020-12-24,12429.571,0.60263344,83.8589326676562,0.00000137928232411144
2020-12-25,12402.143,0.55366644,83.673883416543,0.00000126720869347328
2020-12-26,12212.286,0.553345,82.3929699095938,0.00000126647299498588
2020-12-27,11684.429,0.574106,78.831662393739,0.00000131398990730803
2020-12-28,11487.857,0.6570344,77.5054446093645,0.00000150379297613017
2020-12-29,11527.714,0.7549781,77.7743489407637,0.00000172796243836259
2020-12-30,11599.714,0.8546679,78.2601133450277,0.00000195612830156827
2020-12-31,11755.571,0.8950911,79.3116381055188,0.00000204864723852607
2021-01-01,11974.857,0.950151,80.791101065983,0.00000217466604497886
2021-01-02,12148.286,1.0337172,81.9611793280259,0.00000236592888388332
2021-01-03,12328.429,1.0826889,83.1765551207664,0.00000247801327168578
2021-01-04,12467.571,1.1772615,84.1153083254622,0.00000269446710060915
2021-01-05,12456.429,1.3091106,84.0401362839023,0.00000299623783055736
2021-01-06,12483.714,1.4035786,84.2242207529348,0.00000321245225535622
2021-01-07,12532.714,1.5859158,84.5548104169478,0.00000362977804628474
2021-01-08,12549,1.7971031,84.6646876265011,0.00000411313474478925
2021-01-09,12836.429,1.8685702,86.603892861962,0.0000042767056674143
2021-01-10,13193,1.8483785,89.0095803535285,0.00000423049174522677
2021-01-11,13514.429,2.0471426,91.1781743354473,0.00000468541474086724
2021-01-12,13772.571,2.1230802,92.9197881527459,0.00000485921755774286
2021-01-13,13985.571,2.2441785,94.3568411820267,0.0000051363823043091
2021-01-14,14134.143,2.673225,95.3592160302253,0.00000611836606822349
2021-01-15,14315.429,2.8065338,96.5823033328836,0.00000642347769875051
2021-01-16,14313,3.0013835,96.5659155309675,0.00000686944157866467
2021-01-17,14424.571,2.9703595,97.3186547024693,0.0000067984351392888
2021-01-18,14518,3.0946795,97.9489947375523,0.00000708297357866504
2021-01-19,14596.714,3.2554455,98.4800566725138,0.00000745092810524773
2021-01-20,14586,3.408382,98.4077722304682,0.00000780096279824696
2021-01-21,14532.714,3.5687355,98.0482660909459,0.00000816797321200595
2021-01-22,14594.429,3.7619808,98.4646403994063,0.00000861026500800653
2021-01-23,14644.571,3.9103272,98.8029348266091,0.00000894979407125527
2021-01-24,14817,4.0119335,99.966266360815,0.00000918234633985883
2021-01-25,14771.286,4.2358725,99.6578464444744,0.00000969488859834882
2021-01-26,14747.857,4.3886935,99.4997773579814,0.0000100446589397574
2021-01-27,14713.286,4.4496395,99.2665362299285,0.0000101841496067959
2021-01-28,14822,4.459725,100,0.0000102072328792406
2021-01-29,14733,4.488268,99.3995412225071,0.0000102725609091241
2021-01-30,14671.714,4.4155515,98.9860612602888,0.0000101061304118035
2021-01-31,14380.143,4.303915,97.0189110781271,0.00000985062143909252
2021-02-01,14263.714,4.4770545,96.2333963027931,0.0000102468959172488
2021-02-02,14092.571,4.6668705,95.0787410605856,0.0000106813388742037
2021-02-03,13967.714,5.0806935,94.2363648630414,0.0000116284797252172
2021-02-04,13695.429,5.3643235,92.3993320739441,0.0000122776402590032
2021-02-05,13444.286,5.604145,90.7049386047767,0.0000128265337221537
2021-02-06,13134.286,5.8428035,88.613452975307,0.0000133727653593309
2021-02-07,12756,5.996314,86.06126028876,0.0000137241137996291
2021-02-08,12590.571,5.957844,84.945155849413,0.000013636065265501
2021-02-09,12389.286,5.956521,83.5871407367427,0.0000136330372381901
2021-02-10,12202.143,5.8192995,82.3245378491432,0.000013318970382826
2021-02-11,12024.286,5.750018,81.124585076238,0.0000131604017704736
2021-02-12,11865.571,5.8186725,80.0537781675887,0.0000133175353313339
2021-02-13,11843.857,5.755611,79.9072797193361,0.0000131732027959838
2021-02-14,11642.286,5.7337055,78.5473350425044,0.0000131230663997181
2021-02-15,11592.857,5.6084455,78.2138510322494,0.000012836376527483
2021-02-16,11493.857,5.543843,77.5459249763864,0.0000126885170154994
2021-02-17,11261.571,5.5907795,75.9787545540413,0.0000127959433222866
2021-02-18,10921.857,5.7012075,73.686796653623,0.0000130486863305189
2021-02-19,10702,5.615694,72.2034813115639,0.000012852966592459
2021-02-20,10478.143,5.6124015,70.6931790581568,0.0000128454308555571
2021-02-21,9776.571,5.6030025,65.9598637160977,0.0000128239188157268
2021-02-22,9539.714,5.630588,64.3618540008096,0.0000128870553594802
2021-02-23,9452.143,5.704383,63.7710362973958,0.0000130559542826926
2021-02-24,9435.143,5.810357,63.6563419241668,0.0000132985031611873
2021-02-25,9451.143,5.9710845,63.7642895695588,0.0000136663695705731
2021-02-26,9392.429,6.1790485,63.3681621913372,0.0000141423489142542
2021-02-27,9412,6.365677,63.5002024018351,0.0000145694964539351
2021-02-28,9143.857,6.4023965,61.6911145594387,0.0000146535385165532
2021-03-01,9108.286,6.659151,61.4511267035488,0.0000152411875250219
2021-03-02,9027,6.9406515,60.9027121845905,0.0000158854741478792
2021-03-03,8971.143,7.229461,60.5258602077992,0.0000165464893055935
2021-03-04,8896.143,7.5251025,60.0198556200243,0.0000172231412604266
2021-03-05,8905,7.7983045,60.0796113884766,0.0000178484346220294
2021-03-06,8687.286,8.0770485,58.6107542841722,0.0000184864122824661
2021-03-07,8640.429,8.174355,58.2946228579139,0.0000187091233478712
2021-03-08,8573.714,8.494763,57.8445149102685,0.0000194424598366394
2021-03-09,8589.714,8.714519,57.9524625556605,0.0000199454282189075
2021-03-10,8532,8.914742,57.5630819052759,0.0000204036902841201
2021-03-11,8565.286,8.872089,57.7876534880583,0.00002030606787377
2021-03-12,8596.286,9.080086,57.9968020510053,0.0000207821227464771
2021-03-13,8673.143,9.204814,58.5153353123735,0.0000210675949992644
2021-03-14,8669.571,9.273666,58.4912360005397,0.0000212251805899009
2021-03-15,8706.429,9.657903,58.7399068951558,0.0000221046062360609
2021-03-16,8696.143,9.960546,58.6705100526245,0.000022797282932555
2021-03-17,8725,10.187656,58.8652003778168,0.0000233170828438061
2021-03-18,8845.143,10.516946,59.6757725003373,0.0000240707480843321
2021-03-19,8842.143,10.791151,59.6555323168263,0.0000246983370705706
2021-03-20,8899.286,11.04126,60.041060585616,0.0000252707761353546
2021-03-21,9026.143,11.451929,60.8969302388342,0.0000262106982424991
2021-03-22,9388.571,11.677186,63.3421333153421,0.0000267262570845082
2021-03-23,9431.571,11.898414,63.632242612333,0.0000272325945190829
2021-03-24,9562,12.334648,64.512211577385,0.0000282310287337133
2021-03-25,9656.571,13.186702,65.1502563756578,0.0000301811744498031
2021-03-26,9608.286,14.087525,64.8244906220483,0.0000322429406223757
2021-03-27,9650.571,14.74784,65.1097760086358,0.0000337542420991833
2021-03-28,9869.429,15.025389,66.5863513695858,0.0000343894846933792
2021-03-29,9744.571,15.075848,65.7439684253137,0.0000345049731514912
2021-03-30,9912.714,15.426835,66.8783834840103,0.0000353082975821648
2021-03-31,9979.429,15.924224,67.3284914316556,0.0000364467008143311
2021-04-01,10134.571,16.513227,68.3751922817434,0.0000377947863549353
2021-04-02,10422.429,16.507619,70.3172918634462,0.0000377819509980497
2021-04-03,10653.857,16.216801,71.8786735933072,0.0000371163388691684
2021-04-04,10776.429,16.312783,72.7056335177439,0.0000373360184741251
2021-04-05,10662.286,16.492237,71.9355417622453,0.0000377467453169486
2021-04-06,10488.571,16.773827,70.763533936041,0.0000383912367836793
2021-04-07,10518.714,16.875256,70.9669005532317,0.0000386233832554255
2021-04-08,10782.143,17.06603,72.7441843206045,0.0000390600188428898
2021-04-09,10945.714,17.508326,73.8477533396303,0.0000400723275107015
2021-04-10,11200,17.95952,75.5633517743894,0.0000411050015504049
2021-04-11,11482.714,18.121414,77.4707461880988,0.0000414755377964182
2021-04-12,11744.714,18.633464,79.2383888813925,0.0000426474965149076
2021-04-13,12099,18.653662,81.6286600998516,0.0000426937248562728
2021-04-14,12263.571,18.548696,82.7389758467143,0.0000424534830462055
2021-04-15,12252.714,17.866538,82.665726622588,0.0000408921882205297
2021-04-16,12298.143,17.292606,82.9722237214951,0.0000395785965571764
2021-04-17,12256.714,16.969154,82.692713533936,0.0000388382930879589
2021-04-18,12272.857,16.64542,82.8016259614087,0.0000380973441888837
2021-04-19,12472.571,16.203044,84.1490419646471,0.0000370848524204032
2021-04-20,12593.143,15.957518,84.9625084334098,0.0000365229027351853
2021-04-21,12752.571,15.89093,86.0381257590069,0.0000363704988934769
2021-04-22,12854.714,16.378077,86.7272567804615,0.000037485460662515
2021-04-23,13011,16.559747,87.7816758871947,0.0000379012593938654
2021-04-24,12957.429,16.759982,87.4202469302388,0.0000383595489241783
2021-04-25,13061.571,17.177936,88.1228646606396,0.0000393161446359789
2021-04-26,13223.714,17.570228,89.2167993523141,0.0000402140062307327
2021-04-27,13320.571,18.285804,89.8702671704224,0.0000418517867832993
2021-04-28,13420.286,19.130552,90.5430171366887,0.0000437852108308074
2021-04-29,13574.429,19.52486,91.5829780056672,0.0000446876865624159
2021-04-30,13645.857,20.48131,92.0648832816084,0.0000468767694963075
2021-05-01,13845.143,20.41148,93.4094116853326,0.0000467169454999944
2021-05-02,13714.714,20.260586,92.5294427202807,0.0000463715855959464
2021-05-03,13665.286,19.92152,92.1959654567535,0.0000455955454536882
2021-05-04,13618,19.509686,91.8769396842531,0.0000446529569430538
2021-05-05,13579.286,19.007482,91.6157468627716,0.0000435035333393818
2021-05-06,13501.143,18.959968,91.0885373094049,0.0000433947852746414
2021-05-07,13435.429,18.887498,90.6451828363244,0.0000432289189562566
2021-05-08,13382.857,19.730694,90.2904938604777,0.0000451587908507892
2021-05-09,13176.143,20.050812,88.8958507623802,0.0000458914635996328
2021-05-10,13154.571,20.860588,88.7503103494805,0.0000477448451897577
2021-05-11,13206.571,21.706864,89.1011401970044,0.0000496817664600406
2021-05-12,13177.857,22.60985,88.9074146538929,0.0000517484832169469
2021-05-13,13041.857,22.792978,87.989859668061,0.0000521676189579869
2021-05-14,12949.571,22.905816,87.3672311428957,0.000052425877873868
2021-05-15,12802.286,23.395148,86.3735393334233,0.0000535458405799238
2021-05-16,12514.286,24.530412,84.4304817163676,0.0000561441855512882
2021-05-17,12469.857,25.343114,84.1307313452975,0.0000580042640483759
2021-05-18,12506.429,25.97091,84.3774726757523,0.0000594411373920587
2021-05-19,12562.571,26.227568,84.7562474699771,0.0000600285655353456
2021-05-20,12535,27.24389,84.5702334367832,0.0000623546810097965
2021-05-21,12519.286,28.08545,84.4642153555526,0.0000642808084956513
2021-05-22,12571.571,28.3861,84.81696802051,0.0000649689236967329
2021-05-23,12312.714,28.46933,83.070530292808,0.0000651594170550766
2021-05-24,12224.143,28.729726,82.4729658615571,0.000065755400577115
2021-05-25,11922.857,29.40845,80.440271218459,0.0000673088358065809
2021-05-26,11803.429,30.543122,79.6345230063419,0.0000699058258329959
2021-05-27,11657.571,30.738756,78.6504587774929,0.0000703535847860922
2021-05-28,11523.143,31.065286,77.7435096478208,0.0000711009330535433
2021-05-29,11347.286,31.914126,76.5570503305897,0.0000730437227002625
2021-05-30,11229.143,32.656082,75.7599716637431,0.0000747418806983789
2021-05-31,11087.571,33.456474,74.8048239104035,0.000076573784580049
2021-06-01,10982.857,34.05407,74.0983470516799,0.000077941537421245
2021-06-02,10736.429,34.6541,72.4357644042639,0.0000793148611002904
2021-06-03,10548,34.843136,71.164485224666,0.0000797475188257241
2021-06-04,10369,35.70848,69.9568209418432,0.0000817280821404248
2021-06-05,10208.714,35.7077,68.875414923762,0.0000817262969089037
2021-06-06,9778.571,35.44794,65.9733571717717,0.0000811317690371825
2021-06-07,9572.429,35.10496,64.582573201997,0.0000803467706947013
2021-06-08,9502,34.6496,64.107407907165,0.0000793045616876682
2021-06-09,9387.714,33.9429,63.3363513695858,0.0000776870961543092
2021-06-10,9850.857,34.537108,66.461051140197,0.0000790470946821798
2021-06-11,9964.857,34.103304,67.2301781136149,0.0000780542221503654
2021-06-12,10130,33.780576,68.3443529888004,0.0000773155757422009
2021-06-13,10168.429,33.905484,68.6036229928485,0.0000776014599714931
2021-06-14,10406.143,33.40277,70.2074146538929,0.0000764508691010572
2021-06-15,10446.286,34.130144,70.4782485494535,0.000078115652424761
2021-06-16,10398.571,35.004636,70.1563284307111,0.0000801171533009434
2021-06-17,9851.571,35.79117,66.4658683038726,0.0000819173395692538
2021-06-18,9595.143,36.739748,64.7358183780866,0.0000840884053973316
2021-06-19,9228.429,37.829308,62.2616988260694,0.0000865821449565882
2021-06-20,8988,38.66737,60.6395897989475,0.000088500266365698
2021-06-21,8650.571,40.739492,58.3630481716368,0.0000932428529171553
2021-06-22,8456.429,41.562108,57.0532249359061,0.0000951256221646289
2021-06-23,8353,41.85352,56.3554176224531,0.0000957925938159763
2021-06-24,8198.714,42.292756,55.3144919713939,0.0000967978988832049
2021-06-25,8088.4287,42.5875,54.5704270678721,0.0000974724966774095
2021-06-26,8050.143,43.330496,54.3121238699231,0.0000991730349842208
2021-06-27,8010.5713,43.691812,54.0451443799757,0.0001
