fips,name,pop
29061,"Daviess County, Missouri",8294
29063,"DeKalb County, Missouri",11872
29065,"Dent County, Missouri",15518
29067,"Douglas County, Missouri",13335
29069,"Dunklin County, Missouri",29657
29071,"Franklin County, Missouri",103629
29073,"Gasconade County, Missouri",14673
29075,"Gentry County, Missouri",6576
29077,"Greene County, Missouri",291574
29079,"Grundy County, Missouri",9885
29081,"Harrison County, Missouri",8427
29083,"Henry County, Missouri",21854
29085,"Hickory County, Missouri",9452
29087,"Holt County, Missouri",4374
29089,"Howard County, Missouri",10022
29091,"Howell County, Missouri",40130
29093,"Iron County, Missouri",10150
29095,"Jackson County, Missouri",700733
29097,"Jasper County, Missouri",120528
29099,"Jefferson County, Missouri",224777
29101,"Johnson County, Missouri",53948
29103,"Knox County, Missouri",3948
29105,"Laclede County, Missouri",35680
29107,"Lafayette County, Missouri",32697
29109,"Lawrence County, Missouri",38241
29111,"Lewis County, Missouri",9898
29113,"Lincoln County, Missouri",57590
29115,"Linn County, Missouri",12004
29117,"Livingston County, Missouri",14969
29119,"McDonald County, Missouri",22882
29121,"Macon County, Missouri",15154
29123,"Madison County, Missouri",12176
29125,"Maries County, Missouri",8791
29127,"Marion County, Missouri",28572
29129,"Mercer County, Missouri",3623
29131,"Miller County, Missouri",25369
29133,"Mississippi County, Missouri",13328
29135,"Moniteau County, Missouri",15907
29137,"Monroe County, Missouri",8630
29139,"Montgomery County, Missouri",11414
29141,"Morgan County, Missouri",20438
29143,"New Madrid County, Missouri",17275
29145,"Newton County, Missouri",58288
29147,"Nodaway County, Missouri",22199
29149,"Oregon County, Missouri",10561
29151,"Osage County, Missouri",13613
29153,"Ozark County, Missouri",9138
29155,"Pemiscot County, Missouri",16330
29157,"Perry County, Missouri",19227
29159,"Pettis County, Missouri",42421
29161,"Phelps County, Missouri",44587
29163,"Pike County, Missouri",18158
29165,"Platte County, Missouri",102848
29167,"Polk County, Missouri",32031
29169,"Pulaski County, Missouri",52359
29171,"Putnam County, Missouri",4746
29173,"Ralls County, Missouri",10258
29175,"Randolph County, Missouri",24769
29177,"Ray County, Missouri",22900
29179,"Reynolds County, Missouri",6274
29181,"Ripley County, Missouri",13484
29183,"St. Charles County, Missouri",398472
29185,"St. Clair County, Missouri",9455
29186,"Ste. Genevieve County, Missouri",17887
29187,"St. Francois County, Missouri",66653
29189,"St. Louis County, Missouri",996179
29195,"Saline County, Missouri",22932
29197,"Schuyler County, Missouri",4550
29199,"Scotland County, Missouri",4923
29201,"Scott County, Missouri",38538
29203,"Shannon County, Missouri",8207
29205,"Shelby County, Missouri",5975
29207,"Stoddard County, Missouri",29255
29209,"Stone County, Missouri",31875
29211,"Sullivan County, Missouri",6163
29213,"Taney County, Missouri",55563
29215,"Texas County, Missouri",25518
29217,"Vernon County, Missouri",20560
29219,"Warren County, Missouri",35090
29221,"Washington County, Missouri",24819
29223,"Wayne County, Missouri",13058
29225,"Webster County, Missouri",39127
29227,"Worth County, Missouri",2001
29229,"Wright County, Missouri",18256
29510,"St. Louis city, Missouri",304709
30001,"Beaverhead County, Montana",9454
30003,"Big Horn County, Montana",13302
30005,"Blaine County, Montana",6698
30007,"Broadwater County, Montana",6080
30009,"Carbon County, Montana",10689
30011,"Carter County, Montana",1305
30013,"Cascade County, Montana",81576
30015,"Chouteau County, Montana",5731
30017,"Custer County, Montana",11563
30019,"Daniels County, Montana",1705
30021,"Dawson County, Montana",8824
30023,"Deer Lodge County, Montana",9153
30025,"Fallon County, Montana",2975
30027,"Fergus County, Montana",11167
30029,"Flathead County, Montana",102001
30031,"Gallatin County, Montana",111401
30033,"Garfield County, Montana",1051
30035,"Glacier County, Montana",13706
30037,"Golden Valley County, Montana",814
30039,"Granite County, Montana",3325
30041,"Hill County, Montana",16422
30043,"Jefferson County, Montana",12069
30045,"Judith Basin County, Montana",1968
30047,"Lake County, Montana",30383
30049,"Lewis and Clark County, Montana",68714
30051,"Liberty County, Montana",2455
30053,"Lincoln County, Montana",19845
30055,"McCone County, Montana",1826
30057,"Madison County, Montana",8530
30059,"Meagher County, Montana",1795
30061,"Mineral County, Montana",4330
30063,"Missoula County, Montana",119062
30065,"Musselshell County, Montana",4682
30067,"Park County, Montana",16513
30069,"Petroleum County, Montana",464
30071,"Phillips County, Montana",4032
30073,"Pondera County, Montana",5911
30075,"Powder River County, Montana",1634
30077,"Powell County, Montana",6843
30079,"Prairie County, Montana",1162
30081,"Ravalli County, Montana",43424
30083,"Richland County, Montana",11097
30085,"Roosevelt County, Montana",11091
30087,"Rosebud County, Montana",9065
30089,"Sanders County, Montana",11804
30091,"Sheridan County, Montana",3389
30093,"Silver Bow County, Montana",34895
30095,"Stillwater County, Montana",9562
30097,"Sweet Grass County, Montana",3676
30099,"Teton County, Montana",6127
30101,"Toole County, Montana",4812
30103,"Treasure County, Montana",614
30105,"Valley County, Montana",7424
30107,"Wheatland County, Montana",2138
30109,"Wibaux County, Montana",1037
30111,"Yellowstone County, Montana",160390
31001,"Adams County, Nebraska",31541
31003,"Antelope County, Nebraska",6315
31005,"Arthur County, Nebraska",439
31007,"Banner County, Nebraska",645
31009,"Blaine County, Nebraska",467
31011,"Boone County, Nebraska",5228
31013,"Box Butte County, Nebraska",10845
31015,"Boyd County, Nebraska",1882
31017,"Brown County, Nebraska",2887
31019,"Buffalo County, Nebraska",49594
31021,"Burt County, Nebraska",6503
31023,"Butler County, Nebraska",7997
31025,"Cass County, Nebraska",26022
31027,"Cedar County, Nebraska",8483
31029,"Chase County, Nebraska",3707
31031,"Cherry County, Nebraska",5801
31033,"Cheyenne County, Nebraska",9428
31035,"Clay County, Nebraska",6193
31037,"Colfax County, Nebraska",10681
31039,"Cuming County, Nebraska",8882
31041,"Custer County, Nebraska",10788
31043,"Dakota County, Nebraska",20124
31045,"Dawes County, Nebraska",8685
31047,"Dawson County, Nebraska",23638
31049,"Deuel County, Nebraska",1770
31051,"Dixon County, Nebraska",5682
31053,"Dodge County, Nebraska",36565
31055,"Douglas County, Nebraska",565739
31057,"Dundy County, Nebraska",1928
31059,"Fillmore County, Nebraska",5542
31061,"Franklin County, Nebraska",2970
31063,"Frontier County, Nebraska",2636
31065,"Furnas County, Nebraska",4712
31067,"Gage County, Nebraska",21548
31069,"Garden County, Nebraska",1916
31071,"Garfield County, Nebraska",2081
31073,"Gosper County, Nebraska",2001
31075,"Grant County, Nebraska",691
31077,"Greeley County, Nebraska",2361
31079,"Hall County, Nebraska",61338
31081,"Hamilton County, Nebraska",9219
31083,"Harlan County, Nebraska",3380
31085,"Hayes County, Nebraska",889
31087,"Hitchcock County, Nebraska",2788
31089,"Holt County, Nebraska",10123
31091,"Hooker County, Nebraska",741
31093,"Howard County, Nebraska",6428
31095,"Jefferson County, Nebraska",7102
31097,"Johnson County, Nebraska",5118
31099,"Kearney County, Nebraska",6588
31101,"Keith County, Nebraska",8048
31103,"Keya Paha County, Nebraska",875
31105,"Kimball County, Nebraska",3576
31107,"Knox County, Nebraska",8400
31109,"Lancaster County, Nebraska",315976
31111,"Lincoln County, Nebraska",35042
31113,"Logan County, Nebraska",896
31115,"Loup County, Nebraska",690
31117,"McPherson County, Nebraska",420
31119,"Madison County, Nebraska",35023
31121,"Merrick County, Nebraska",7826
31123,"Morrill County, Nebraska",4711
31125,"Nance County, Nebraska",3525
31127,"Nemaha County, Nebraska",6978
31129,"Nuckolls County, Nebraska",4204
31131,"Otoe County, Nebraska",15965
31133,"Pawnee County, Nebraska",2640
31135,"Perkins County, Nebraska",2889
31137,"Phelps County, Nebraska",9050
31139,"Pierce County, Nebraska",7132
31141,"Platte County, Nebraska",33250
31143,"Polk County, Nebraska",5208
31145,"Red Willow County, Nebraska",10725
31147,"Richardson County, Nebraska",7913
31149,"Rock County, Nebraska",1430
31151,"Saline County, Nebraska",14221
31153,"Sarpy County, Nebraska",183956
31155,"Saunders County, Nebraska",21356
31157,"Scotts Bluff County, Nebraska",35884
31159,"Seward County, Nebraska",17217
31161,"Sheridan County, Nebraska",5215
31163,"Sherman County, Nebraska",3015
31165,"Sioux County, Nebraska",1298
31167,"Stanton County, Nebraska",5946
31169,"Thayer County, Nebraska",5000
31171,"Thomas County, Nebraska",586
31173,"Thurston County, Nebraska",7218
31175,"Valley County, Nebraska",4100
31177,"Washington County, Nebraska",20546
31179,"Wayne County, Nebraska",9388
31181,"Webster County, Nebraska",3497
31183,"Wheeler County, Nebraska",689
31185,"York County, Nebraska",13671
32001,"Churchill County, Nevada",24606
32003,"Clark County, Nevada",2228866
32005,"Douglas County, Nevada",48486
32007,"Elko County, Nevada",52537
32009,"Esmeralda County, Nevada",1030
32011,"Eureka County, Nevada",1839
32013,"Humboldt County, Nevada",16834
32015,"Lander County, Nevada",5565
32017,"Lincoln County, Nevada",5177
32019,"Lyon County, Nevada",55667
32021,"Mineral County, Nevada",4487
32023,"Nye County, Nevada",45514
32027,"Pershing County, Nevada",6591
32029,"Storey County, Nevada",4086
32031,"Washoe County, Nevada",464182
32033,"White Pine County, Nevada",9570
32510,"Carson City, Nevada",55244
33001,"Belknap County, New Hampshire",61174
33003,"Carroll County, New Hampshire",48461
33005,"Cheshire County, New Hampshire",76040
33007,"Coos County, New Hampshire",31486
33009,"Grafton County, New Hampshire",90331
33011,"Hillsborough County, New Hampshire",415305
33013,"Merrimack County, New Hampshire",150902
33015,"Rockingham County, New Hampshire",308211
33017,"Strafford County, New Hampshire",130161
33019,"Sullivan County, New Hampshire",43173
34001,"Atlantic County, New Jersey",264650
34003,"Bergen County, New Jersey",931275
34005,"Burlington County, New Jersey",446301
34007,"Camden County, New Jersey",506721
34009,"Cape May County, New Jersey",92701
34011,"Cumberland County, New Jersey",150085
34013,"Essex County, New Jersey",798698
34015,"Gloucester County, New Jersey",291745
34017,"Hudson County, New Jersey",671923
34019,"Hunterdon County, New Jersey",125063
34021,"Mercer County, New Jersey",368085
34023,"Middlesex County, New Jersey",825015
34025,"Monmouth County, New Jersey",620821
34027,"Morris County, New Jersey",492715
34029,"Ocean County, New Jersey",602018
34031,"Passaic County, New Jersey",502763
34033,"Salem County, New Jersey",62754
34035,"Somerset County, New Jersey",330151
34037,"Sussex County, New Jersey",140996
34039,"Union County, New Jersey",555208
34041,"Warren County, New Jersey",105730
35001,"Bernalillo County, New Mexico",679037
35003,"Catron County, New Mexico",3547
35005,"Chaves County, New Mexico",64912
35006,"Cibola County, New Mexico",26763
35007,"Colfax County, New Mexico",12106
35009,"Curry County, New Mexico",49502
35011,"De Baca County, New Mexico",1995
35013,"Doña Ana County, New Mexico",217696
35015,"Eddy County, New Mexico",57865
35017,"Grant County, New Mexico",27391
35019,"Guadalupe County, New Mexico",4336
35021,"Harding County, New Mexico",432
35023,"Hidalgo County, New Mexico",4234
35025,"Lea County, New Mexico",70359
35027,"Lincoln County, New Mexico",19640
35028,"Los Alamos County, New Mexico",18976
35029,"Luna County, New Mexico",24022
35031,"McKinley County, New Mexico",71956
35033,"Mora County, New Mexico",4500
35035,"Otero County, New Mexico",66804
35037,"Quay County, New Mexico",8265
35039,"Rio Arriba County, New Mexico",38962
35041,"Roosevelt County, New Mexico",18723
35043,"Sandoval County, New Mexico",144954
35045,"San Juan County, New Mexico",125608
35047,"San Miguel County, New Mexico",27546
35049,"Santa Fe County, New Mexico",150319
35051,"Sierra County, New Mexico",10988
35053,"Socorro County, New Mexico",16723
35055,"Taos County, New Mexico",32759
35057,"Torrance County, New Mexico",15477
35059,"Union County, New Mexico",4106
35061,"Valencia County, New Mexico",76518
36001,"Albany County, New York",306165
36003,"Allegany County, New York",46304
36005,"Bronx County, New York",1427056
36007,"Broome County, New York",192042
36009,"Cattaraugus County, New York",76750
36011,"Cayuga County, New York",76958
36013,"Chautauqua County, New York",127584
36015,"Chemung County, New York",84115
36017,"Chenango County, New York",47527
36019,"Clinton County, New York",80320
36021,"Columbia County, New York",60016
36023,"Cortland County, New York",47618
36025,"Delaware County, New York",44676
36027,"Dutchess County, New York",293524
36029,"Erie County, New York",918873
36031,"Essex County, New York",37281
36033,"Franklin County, New York",50389
36035,"Fulton County, New York",53452
36037,"Genesee County, New York",57554
36039,"Greene County, New York",47335
36041,"Hamilton County, New York",4454
36043,"Herkimer County, New York",61738
36045,"Jefferson County, New York",111454
36047,"Kings County, New York",2576771
36049,"Lewis County, New York",26456
36051,"Livingston County, New York",63218
36053,"Madison County, New York",70990
36055,"Monroe County, New York",743084
36057,"Montgomery County, New York",49294
36059,"Nassau County, New York",1355683
36061,"New York County, New York",1629153
36063,"Niagara County, New York",210145
36065,"Oneida County, New York",229074
36067,"Onondaga County, New York",461591
36069,"Ontario County, New York",109774
36071,"Orange County, New York",382077
36073,"Orleans County, New York",40624
36075,"Oswego County, New York",117630
36077,"Otsego County, New York",59593
36079,"Putnam County, New York",98714
36081,"Queens County, New York",2270976
36083,"Rensselaer County, New York",159013
36085,"Richmond County, New York",475596
36087,"Rockland County, New York",325213
36089,"St. Lawrence County, New York",108352
36091,"Saratoga County, New York",229313
36093,"Schenectady County, New York",155086
36095,"Schoharie County, New York",31189
36097,"Schuyler County, New York",17845
36099,"Seneca County, New York",34295
36101,"Steuben County, New York",95843
36103,"Suffolk County, New York",1481364
36105,"Sullivan County, New York",75329
36107,"Tioga County, New York",48431
36109,"Tompkins County, New York",102237
36111,"Ulster County, New York",178371
36113,"Warren County, New York",64187
36115,"Washington County, New York",61304
36117,"Wayne County, New York",90103
36119,"Westchester County, New York",968738
36121,"Wyoming County, New York",40027
36123,"Yates County, New York",24981
37001,"Alamance County, North Carolina",166144
37003,"Alexander County, North Carolina",37271
37005,"Alleghany County, North Carolina",11085
37007,"Anson County, North Carolina",24430
37009,"Ashe County, North Carolina",27009
37011,"Avery County, North Carolina",17510
37013,"Beaufort County, North Carolina",47160
37015,"Bertie County, North Carolina",19081
37017,"Bladen County, North Carolina",33209
37019,"Brunswick County, North Carolina",137303
37021,"Buncombe County, North Carolina",259576
37023,"Burke County, North Carolina",90148
37025,"Cabarrus County, North Carolina",211605
37027,"Caldwell County, North Carolina",82056
37029,"Camden County, North Carolina",10654
37031,"Carteret County, North Carolina",69301
37033,"Caswell County, North Carolina",22619
37035,"Catawba County, North Carolina",158507
37037,"Chatham County, North Carolina",72853
37039,"Cherokee County, North Carolina",28413
37041,"Chowan County, North Carolina",13995
37043,"Clay County, North Carolina",11150
37045,"Cleveland County, North Carolina",97765
37047,"Columbus County, North Carolina",55659
37049,"Craven County, North Carolina",102290
37051,"Cumberland County, North Carolina",334562
37053,"Currituck County, North Carolina",27210
37055,"Dare County, North Carolina",36698
37057,"Davidson County, North Carolina",166837
37059,"Davie County, North Carolina",42543
37061,"Duplin County, North Carolina",58965
37063,"Durham County, North Carolina",317665
37065,"Edgecombe County, North Carolina",52069
37067,"Forsyth County, North Carolina",378499
37069,"Franklin County, North Carolina",68027
37071,"Gaston County, North Carolina",222119
37073,"Gates County, North Carolina",11519
37075,"Graham County, North Carolina",8501
37077,"Granville County, North Carolina",59823
37079,"Greene County, North Carolina",20987
37081,"Guilford County, North Carolina",532956
37083,"Halifax County, North Carolina",50678
37085,"Harnett County, North Carolina",134328
37087,"Haywood County, North Carolina",61862
37089,"Henderson County, North Carolina",116298
37091,"Hertford County, North Carolina",23752
37093,"Hoke County, North Carolina",54590
37095,"Hyde County, North Carolina",5089
37097,"Iredell County, North Carolina",178853
37099,"Jackson County, North Carolina",43435
37101,"Johnston County, North Carolina",203308
37103,"Jones County, North Carolina",9453
37105,"Lee County, North Carolina",61083
37107,"Lenoir County, North Carolina",56350
37109,"Lincoln County, North Carolina",84580
37111,"McDowell County, North Carolina",45402
37113,"Macon County, North Carolina",35172
37115,"Madison County, North Carolina",21608
37117,"Martin County, North Carolina",22644
37119,"Mecklenburg County, North Carolina",1095170
37121,"Mitchell County, North Carolina",14959
37123,"Montgomery County, North Carolina",27223
37125,"Moore County, North Carolina",99263
37127,"Nash County, North Carolina",94287
37129,"New Hanover County, North Carolina",231448
37131,"Northampton County, North Carolina",19672
37133,"Onslow County, North Carolina",198377
37135,"Orange County, North Carolina",146354
37137,"Pamlico County, North Carolina",12673
37139,"Pasquotank County, North Carolina",39775
37141,"Pender County, North Carolina",61891
37143,"Perquimans County, North Carolina",13513
37145,"Person County, North Carolina",39561
37147,"Pitt County, North Carolina",179961
37149,"Polk County, North Carolina",20682
37151,"Randolph County, North Carolina",143460
37153,"Richmond County, North Carolina",44759
37155,"Robeson County, North Carolina",131656
37157,"Rockingham County, North Carolina",91051
37159,"Rowan County, North Carolina",140978
37161,"Rutherford County, North Carolina",66741
37163,"Sampson County, North Carolina",63284
37165,"Scotland County, North Carolina",34921
37167,"Stanly County, North Carolina",62050
37169,"Stokes County, North Carolina",45688
37171,"Surry County, North Carolina",71904
37173,"Swain County, North Carolina",14241
37175,"Transylvania County, North Carolina",34039
37177,"Tyrrell County, North Carolina",3978
37179,"Union County, North Carolina",235767
37181,"Vance County, North Carolina",44614
37183,"Wake County, North Carolina",1091662
37185,"Warren County, North Carolina",19746
37187,"Washington County, North Carolina",11788
37189,"Watauga County, North Carolina",55669
37191,"Wayne County, North Carolina",123785
37193,"Wilkes County, North Carolina",68341
37195,"Wilson County, North Carolina",81579
37197,"Yadkin County, North Carolina",37589
37199,"Yancey County, North Carolina",17870
38001,"Adams County, North Dakota",2271
38003,"Barnes County, North Dakota",10592
38005,"Benson County, North Dakota",6860
38007,"Billings County, North Dakota",886
38009,"Bottineau County, North Dakota",6418
38011,"Bowman County, North Dakota",3091
38013,"Burke County, North Dakota",2142
38015,"Burleigh County, North Dakota",95509
38017,"Cass County, North Dakota",179937
38019,"Cavalier County, North Dakota",3769
38021,"Dickey County, North Dakota",4857
38023,"Divide County, North Dakota",2289
38025,"Dunn County, North Dakota",4362
38027,"Eddy County, North Dakota",2262
38029,"Emmons County, North Dakota",3262
38031,"Foster County, North Dakota",3231
38033,"Golden Valley County, North Dakota",1796
38035,"Grand Forks County, North Dakota",70243
38037,"Grant County, North Dakota",2318
38039,"Griggs County, North Dakota",2314
38041,"Hettinger County, North Dakota",2510
38043,"Kidder County, North Dakota",2468
38045,"LaMoure County, North Dakota",4225
38047,"Logan County, North Dakota",1743
38049,"McHenry County, North Dakota",5825
38051,"McIntosh County, North Dakota",2535
38053,"McKenzie County, North Dakota",13836
38055,"McLean County, North Dakota",9531
38057,"Mercer County, North Dakota",8359
38059,"Morton County, North Dakota",31118
38061,"Mountrail County, North Dakota",10348
38063,"Nelson County, North Dakota",2864
38065,"Oliver County, North Dakota",1962
38067,"Pembina County, North Dakota",6850
38069,"Pierce County, North Dakota",4061
38071,"Ramsey County, North Dakota",11521
38073,"Ransom County, North Dakota",5258
38075,"Renville County, North Dakota",2387
38077,"Richland County, North Dakota",16245
38079,"Rolette County, North Dakota",14437
38081,"Sargent County, North Dakota",3899
38083,"Sheridan County, North Dakota",1289
38085,"Sioux County, North Dakota",4339
38087,"Slope County, North Dakota",788
38089,"Stark County, North Dakota",31164
38091,"Steele County, North Dakota",1817
38093,"Stutsman County, North Dakota",20879
38095,"Towner County, North Dakota",2191
38097,"Traill County, North Dakota",7999
38099,"Walsh County, North Dakota",10642
38101,"Ward County, North Dakota",68962
38103,"Wells County, North Dakota",3889
38105,"Williams County, North Dakota",36044
39001,"Adams County, Ohio",27685
39003,"Allen County, Ohio",102808
39005,"Ashland County, Ohio",53533
39007,"Ashtabula County, Ohio",97416
39009,"Athens County, Ohio",65945
39011,"Auglaize County, Ohio",45709
39013,"Belmont County, Ohio",67424
39015,"Brown County, Ohio",43508
39017,"Butler County, Ohio",382129
39019,"Carroll County, Ohio",27195
39021,"Champaign County, Ohio",38861
39023,"Clark County, Ohio",134409
39025,"Clermont County, Ohio",205616
39027,"Clinton County, Ohio",42000
39029,"Columbiana County, Ohio",102514
39031,"Coshocton County, Ohio",36558
39033,"Crawford County, Ohio",41603
39035,"Cuyahoga County, Ohio",1241475
39037,"Darke County, Ohio",51387
39039,"Defiance County, Ohio",38024
39041,"Delaware County, Ohio",205454
39043,"Erie County, Ohio",74419
39045,"Fairfield County, Ohio",156204
39047,"Fayette County, Ohio",28609
39049,"Franklin County, Ohio",1304715
39051,"Fulton County, Ohio",42186
39053,"Gallia County, Ohio",29995
39055,"Geauga County, Ohio",93657
39057,"Greene County, Ohio",167867
39059,"Guernsey County, Ohio",38996
39061,"Hamilton County, Ohio",815790
39063,"Hancock County, Ohio",75765
39065,"Hardin County, Ohio",31393
39067,"Harrison County, Ohio",15132
39069,"Henry County, Ohio",27068
39071,"Highland County, Ohio",43080
39073,"Hocking County, Ohio",28306
39075,"Holmes County, Ohio",43954
39077,"Huron County, Ohio",58271
39079,"Jackson County, Ohio",32440
39081,"Jefferson County, Ohio",65943
39083,"Knox County, Ohio",61776
39085,"Lake County, Ohio",229755
39087,"Lawrence County, Ohio",59901
39089,"Licking County, Ohio",175409
39091,"Logan County, Ohio",45315
39093,"Lorain County, Ohio",309134
39095,"Lucas County, Ohio",430319
39097,"Madison County, Ohio",44248
39099,"Mahoning County, Ohio",228452
39101,"Marion County, Ohio",65179
39103,"Medina County, Ohio",179116
39105,"Meigs County, Ohio",22974
39107,"Mercer County, Ohio",41034
39109,"Miami County, Ohio",106074
39111,"Monroe County, Ohio",13827
39113,"Montgomery County, Ohio",531988
39115,"Morgan County, Ohio",14557
39117,"Morrow County, Ohio",35148
39119,"Muskingum County, Ohio",86033
39121,"Noble County, Ohio",14410
39123,"Ottawa County, Ohio",40557
39125,"Paulding County, Ohio",18742
39127,"Perry County, Ohio",36076
39129,"Pickaway County, Ohio",58112
39131,"Pike County, Ohio",27914
39133,"Portage County, Ohio",162476
39135,"Preble County, Ohio",40995
39137,"Putnam County, Ohio",33836
39139,"Richland County, Ohio",121043
39141,"Ross County, Ohio",76816
39143,"Sandusky County, Ohio",58801
39145,"Scioto County, Ohio",75441
39147,"Seneca County, Ohio",55251
39149,"Shelby County, Ohio",48610
39151,"Stark County, Ohio",371516
39153,"Summit County, Ohio",540810
39155,"Trumbull County, Ohio",199144
39157,"Tuscarawas County, Ohio",92165
39159,"Union County, Ohio",57871
39161,"Van Wert County, Ohio",28213
39163,"Vinton County, Ohio",13045
39165,"Warren County, Ohio",232540
39167,"Washington County, Ohio",60217
39169,"Wayne County, Ohio",116063
39171,"Williams County, Ohio",36760
39173,"Wood County, Ohio",130662
39175,"Wyandot County, Ohio",21907
40001,"Adair County, Oklahoma",22171
40003,"Alfalfa County, Oklahoma",5791
40005,"Atoka County, Oklahoma",13815
40007,"Beaver County, Oklahoma",5326
40009,"Beckham County, Oklahoma",21860
40011,"Blaine County, Oklahoma",9521
40013,"Bryan County, Oklahoma",47325
40015,"Caddo County, Oklahoma",29179
40017,"Canadian County, Oklahoma",144610
40019,"Carter County, Oklahoma",48380
40021,"Cherokee County, Oklahoma",48871
40023,"Choctaw County, Oklahoma",14727
40025,"Cimarron County, Oklahoma",2159
40027,"Cleveland County, Oklahoma",282189
40029,"Coal County, Oklahoma",5577
40031,"Comanche County, Oklahoma",121374
40033,"Cotton County, Oklahoma",5783
40035,"Craig County, Oklahoma",14274
40037,"Creek County, Oklahoma",71505
40039,"Custer County, Oklahoma",28929
40041,"Delaware County, Oklahoma",42741
40043,"Dewey County, Oklahoma",4885
40045,"Ellis County, Oklahoma",3936
40047,"Garfield County, Oklahoma",61555
40049,"Garvin County, Oklahoma",27789
40051,"Grady County, Oklahoma",55315
40053,"Grant County, Oklahoma",4369
40055,"Greer County, Oklahoma",5790
40057,"Harmon County, Oklahoma",2663
40059,"Harper County, Oklahoma",3730
40061,"Haskell County, Oklahoma",12688
40063,"Hughes County, Oklahoma",13265
40065,"Jackson County, Oklahoma",24808
40067,"Jefferson County, Oklahoma",6084
40069,"Johnston County, Oklahoma",11028
40071,"Kay County, Oklahoma",44074
40073,"Kingfisher County, Oklahoma",15811
40075,"Kiowa County, Oklahoma",8816
40077,"Latimer County, Oklahoma",10239
40079,"Le Flore County, Oklahoma",49999
40081,"Lincoln County, Oklahoma",34936
40083,"Logan County, Oklahoma",47401
40085,"Love County, Oklahoma",10128
40087,"McClain County, Oklahoma",39921
40089,"McCurtain County, Oklahoma",32913
40091,"McIntosh County, Oklahoma",19677
40093,"Major County, Oklahoma",7654
40095,"Marshall County, Oklahoma",16688
40097,"Mayes County, Oklahoma",41098
40099,"Murray County, Oklahoma",13972
40101,"Muskogee County, Oklahoma",68451
40103,"Noble County, Oklahoma",11263
40105,"Nowata County, Oklahoma",10243
40107,"Okfuskee County, Oklahoma",11987
40109,"Oklahoma County, Oklahoma",792668
40111,"Okmulgee County, Oklahoma",38553
40113,"Osage County, Oklahoma",47074
40115,"Ottawa County, Oklahoma",31283
40117,"Pawnee County, Oklahoma",16402
40119,"Payne County, Oklahoma",81912
40121,"Pittsburg County, Oklahoma",43955
40123,"Pontotoc County, Oklahoma",38385
40125,"Pottawatomie County, Oklahoma",72511
40127,"Pushmataha County, Oklahoma",11055
40129,"Roger Mills County, Oklahoma",3635
40131,"Rogers County, Oklahoma",92052
40133,"Seminole County, Oklahoma",24624
40135,"Sequoyah County, Oklahoma",41687
40137,"Stephens County, Oklahoma",43401
40139,"Texas County, Oklahoma",20633
40141,"Tillman County, Oklahoma",7347
40143,"Tulsa County, Oklahoma",650291
40145,"Wagoner County, Oklahoma",80264
40147,"Washington County, Oklahoma",51995
40149,"Washita County, Oklahoma",11066
40151,"Woods County, Oklahoma",8914
40153,"Woodward County, Oklahoma",20352
41001,"Baker County, Oregon",16090
41003,"Benton County, Oregon",92168
41005,"Clackamas County, Oregon",415084
41007,"Clatsop County, Oregon",39656
41009,"Columbia County, Oregon",52117
41011,"Coos County, Oregon",64175
41013,"Crook County, Oregon",23733
41015,"Curry County, Oregon",22889
41017,"Deschutes County, Oregon",191749
41019,"Douglas County, Oregon",110015
41021,"Gilliam County, Oregon",1896
41023,"Grant County, Oregon",7174
41025,"Harney County, Oregon",7310
41027,"Hood River County, Oregon",23270
41029,"Jackson County, Oregon",218781
41031,"Jefferson County, Oregon",24048
41033,"Josephine County, Oregon",87097
41035,"Klamath County, Oregon",67606
41037,"Lake County, Oregon",7896
41039,"Lane County, Oregon",377749
41041,"Lincoln County, Oregon",49336
41043,"Linn County, Oregon",127216
41045,"Malheur County, Oregon",30632
41047,"Marion County, Oregon",343742
41049,"Morrow County, Oregon",11425
41051,"Multnomah County, Oregon",809869
41053,"Polk County, Oregon",84730
41055,"Sherman County, Oregon",1686
41057,"Tillamook County, Oregon",26782
41059,"Umatilla County, Oregon",77319
41061,"Union County, Oregon",26502
41063,"Wallowa County, Oregon",7065
41065,"Wasco County, Oregon",26274
41067,"Washington County, Oregon",595761
41069,"Wheeler County, Oregon",1417
41071,"Yamhill County, Oregon",106087
42001,"Adams County, Pennsylvania",102627
42003,"Allegheny County, Pennsylvania",1218380
42005,"Armstrong County, Pennsylvania",65356
42007,"Beaver County, Pennsylvania",164781
42009,"Bedford County, Pennsylvania",48154
42011,"Berks County, Pennsylvania",419062
42013,"Blair County, Pennsylvania",122495
42015,"Bradford County, Pennsylvania",60721
42017,"Bucks County, Pennsylvania",627668
42019,"Butler County, Pennsylvania",187798
42021,"Cambria County, Pennsylvania",131611
42023,"Cameron County, Pennsylvania",4512
42025,"Carbon County, Pennsylvania",63964
42027,"Centre County, Pennsylvania",162264
42029,"Chester County, Pennsylvania",521980
42031,"Clarion County, Pennsylvania",38633
42033,"Clearfield County, Pennsylvania",79466
42035,"Clinton County, Pennsylvania",38549
42037,"Columbia County, Pennsylvania",65390
42039,"Crawford County, Pennsylvania",85074
42041,"Cumberland County, Pennsylvania",251487
42043,"Dauphin County, Pennsylvania",277071
42045,"Delaware County, Pennsylvania",565328
42047,"Elk County, Pennsylvania",30077
